,Movie Name,Year of Release,Rating,Genre,Runtime,No. of Voters,Director and Cast
374,Fukrey,-2013,6.9,"Comedy, Drama, Romance",139 min,"12,318","    Director:Mrighdeep Lamba|     Stars:Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma"
375,Sonchiriya,-2019,7.9,"Action, Crime, Drama",143 min,"12,278","    Director:Abhishek Chaubey|     Stars:Sushant Singh Rajput, Bhumi Pednekar, Ashutosh Rana, Ranvir Shorey"
376,Gadar: Ek Prem Katha,-2001,7.3,"Action, Drama, Romance",170 min,"12,266","    Director:Anil Sharma|     Stars:Sunny Deol, Ameesha Patel, Amrish Puri, Lillete Dubey"
377,Mohenjo Daro,-2016,5.6,"Action, Adventure, Drama",155 min,"12,230","    Director:Ashutosh Gowariker|     Stars:Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh"
378,Batla House,-2019,7.2,"Action, Crime, Drama",146 min,"12,194","    Director:Nikkhil Advani|     Stars:John Abraham, Nora Fatehi, Mrunal Thakur, Rajesh Sharma"
379,Ankhon Dekhi,-2013,7.9,"Comedy, Drama",107 min,"12,073","    Director:Rajat Kapoor|     Stars:Sanjay Mishra, Abhinay Raj Singh, Seema Pahwa, Rajat Kapoor"
380,No One Killed Jessica,-2011,7.2,"Biography, Crime, Drama",136 min,"12,058","    Director:Raj Kumar Gupta|     Stars:Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam"
381,Bheja Fry,-2007,7.6,"Comedy, Drama",95 min,"12,028","    Director:Sagar Ballary|     Stars:Vinay Pathak, Rajat Kapoor, Sarika Thakur, Milind Soman"
382,Bachna Ae Haseeno,-2008,6.2,"Comedy, Drama, Romance",152 min,"11,959","    Director:Siddharth Anand|     Stars:Ranbir Kapoor, Deepika Padukone, Bipasha Basu, Minissha Lamba"
383,Selfiee,-2023,5.9,"Action, Comedy, Drama",148 min,"11,862","    Director:Raj Mehta|     Stars:Adah Sharma, Akshay Kumar, Nushrratt Bharuccha, Mrunal Thakur"
384,Dhaakad,-2022,3.9,"Action, Thriller",135 min,"11,833","    Director:Razneesh Ghai|     Stars:Kangana Ranaut, Arjun Rampal, Sharib Hashmi, Divya Dutta"
385,New York,-2009,6.8,"Crime, Drama, Thriller",153 min,"11,827","    Director:Kabir Khan|     Stars:John Abraham, Katrina Kaif, Neil Nitin Mukesh, Irrfan Khan"
386,Chup Chup Ke,-2006,6.9,"Comedy, Drama, Romance",164 min,"11,697","    Directors:Priyadarshan, Kookie Gulati|     Stars:Shahid Kapoor, Kareena Kapoor, Om Puri, Paresh Rawal"
387,Ghulam,-1998,7.2,"Action, Crime, Drama",162 min,"11,672","    Director:Vikram Bhatt|     Stars:Aamir Khan, Rani Mukerji, Rajit Kapoor, Mita Vashisht"
388,Dhokha: Round D Corner,-2022,6.2,"Crime, Drama, Thriller",122 min,"11,647","    Director:Kookie Gulati|     Stars:Madhavan, Khushali Kumar, Aparshakti Khurana, Darshan Kumaar"
389,Khatta Meetha,-2010,5.9,"Comedy, Crime, Drama",157 min,"11,628","    Director:Priyadarshan|     Stars:Akshay Kumar, Trisha Krishnan, Kulbhushan Kharbanda, Aruna Irani"
390,Doragon bôru sûpâ: Sûpâ hîrô,-2022,7.1,"Animation, Action, Adventure",100 min,"11,616","    Director:Tetsuro Kodama|     Stars:Masako Nozawa, Aya Hisakawa, Ryô Horikawa, Takeshi Kusao"
391,Thank God,-2022,5.6,"Comedy, Fantasy",121 min,"11,501","    Director:Indra Kumar|     Stars:Sidharth Malhotra, Ajay Devgn, Rakul Preet Singh, Mahesh Balraj"
392,Boss,(I) (2013),5.1,"Action, Comedy, Crime",143 min,"11,492","    Director:Anthony D'Souza|     Stars:Akshay Kumar, Shiv Panditt, Mithun Chakraborty, Ronit Roy"
393,Aamir,-2008,7.6,"Action, Crime, Drama",99 min,"11,423","    Director:Raj Kumar Gupta|     Stars:Rajeev Khandelwal, Mukesh Agrohari, Supavitra Babul, Vasan Bala"
394,Sherni,-2021,6.8,"Action, Adventure, Drama",131 min,"11,357","    Director:Amit Masurkar|     Stars:Vidya Balan, Vijay Raaz, Sharat Saxena, Neeraj Kabi"
395,Deewaar,-1975,8,"Action, Crime, Drama",174 min,"11,353","    Director:Yash Chopra|     Stars:Amitabh Bachchan, Shashi Kapoor, Nirupa Roy, Parveen Babi"
396,Lust Stories,-2018,6.4,"Drama, Romance",120 min,"11,344","    Directors:Zoya Akhtar, Dibakar Banerjee, Karan Johar, Anurag Kashyap|     Stars:Radhika Apte, Akash Thosar, Kiara Advani, Randeep Jha"
397,MSG: The Messenger of God,-2015,6,"Action, Comedy, Drama",197 min,"11,319","    Directors:Jeetu Arora, Gurmeet Ram Rahim Singh|     Stars:Gurmeet Ram Rahim Singh, Daniel Kaleb, Flora Saini, Jayshree Soni"
398,Maqbool,-2003,8,"Crime, Drama, Thriller",132 min,"11,308","    Director:Vishal Bhardwaj|     Stars:Irrfan Khan, Tabu, Pankaj Kapur, Naseeruddin Shah"
399,Ishq,-1997,6.8,"Action, Comedy, Drama",161 min,"11,280","    Director:Indra Kumar|     Stars:Aamir Khan, Ajay Devgn, Juhi Chawla, Kajol"
400,Malang - Unleash the Madness,-2020,6.5,"Action, Crime, Drama",135 min,"11,270","    Director:Mohit Suri|     Stars:Aditya Roy Kapoor, Anil Kapoor, Disha Patani, Kunal Kemmu"
401,Baaghi 2,-2018,4.8,"Action, Crime, Drama",137 min,"11,218","    Director:Ahmed Khan|     Stars:Disha Patani, Jacqueline Fernandez, Tiger Shroff, Randeep Hooda"
402,Judwaa 2,-2017,3.6,"Action, Comedy",145 min,"11,202","    Director:David Dhawan|     Stars:Varun Dhawan, Abhinay Raj Singh, Jacqueline Fernandez, Taapsee Pannu"
403,Mom,(I) (2017),7.2,"Crime, Drama, Thriller",146 min,"11,173","    Director:Ravi Udyawar|     Stars:Abhinay Raj Singh, Sridevi, Sajal Ali, Akshaye Khanna"
404,Blackmail,(I) (2018),7.1,"Comedy, Thriller",138 min,"11,133","    Director:Abhinay Deo|     Stars:Irrfan Khan, Kirti Kulhari, Urmila Matondkar, Divya Dutta"
405,Qayamat Se Qayamat Tak,-1988,7.4,"Drama, Musical, Romance",162 min,"11,116","    Director:Mansoor Khan|     Stars:Aamir Khan, Juhi Chawla, Goga Kapoor, Dalip Tahil"
406,Mary Kom,-2014,6.8,"Action, Biography, Drama",122 min,"11,101","    Director:Omung Kumar|     Stars:Priyanka Chopra Jonas, Sunil Thapa, Robin Das, Rajni Basumatary"
407,Love Hostel,-2022,5.9,"Action, Crime, Romance",100 min,"11,067","    Director:Shanker Raman|     Stars:Bobby Deol, Vikrant Massey, Sanya Malhotra, Raj Arjun"
408,Jaadugar,-2022,6.9,"Comedy, Drama, Fantasy",167 min,"11,028","    Director:Sameer Saxena|     Stars:Jitendra Kumar, Arushi Sharma, Jaaved Jaaferi, Raksha Panwar"
409,Shivaay,-2016,6.1,"Action, Adventure, Crime",153 min,"10,960","    Director:Ajay Devgn|     Stars:Ajay Devgn, Abigail Eames, Erika Kaar, Sayyeshaa Saigal"
410,Jagga Jasoos,-2017,6.3,"Action, Adventure, Comedy",161 min,"10,895","    Directors:Anurag Basu, Shubzz|     Stars:Ranbir Kapoor, Katrina Kaif, Saswata Chatterjee, Chitrak Bandyopadhyay"
411,Sharmaji Namkeen,-2022,7.6,"Comedy, Drama, Family",119 min,"10,820","    Director:Hitesh Bhatia|     Stars:Rishi Kapoor, Paresh Rawal, Juhi Chawla, Isha Talwar"
412,Kaun Pravin Tambe?,-2022,8.4,"Biography, Drama, Sport",134 min,"10,777","    Director:Jayprad Desai|     Stars:Shreyas Talpade, Gaurav Kamble, Arif Zakaria, Asif Ali"
413,Chaman Bahaar,-2020,6.9,"Comedy, Drama",111 min,"10,754","    Director:Apurva Dhar Badgaiyann|     Stars:Jitendra Kumar, Ritika Badiani, Bhuvan Arora, Dherendra Kumar Tiwari"
414,Gunda,-1998,7.3,"Action, Comedy, Crime",129 min,"10,747","    Director:Kanti Shah|     Stars:Mithun Chakraborty, Mukesh Rishi, Mohan Joshi, Shakti Kapoor"
415,Shubh Mangal Saavdhan,-2017,6.9,"Comedy, Romance",119 min,"10,660","    Director:R.S. Prasanna|     Stars:Ayushmann Khurrana, Bhumi Pednekar, Seema Pahwa, Anshul Chauhan"
416,Tere Bin Laden,-2010,7.2,"Comedy, Drama",95 min,"10,660","    Director:Abhishek Sharma|     Stars:Ali Zafar, Pradhuman Singh, Piyush Mishra, Nikhil Ratnaparkhi"
417,Sanak,-2021,6.7,"Action, Thriller",116 min,"10,645","    Director:Kanishk Varma|     Stars:Vidyut Jammwal, Neha Dhupia, Chandan Roy Sanyal, Rukmini Maitra"
418,Luck by Chance,-2009,7.1,Drama,156 min,"10,598","    Director:Zoya Akhtar|     Stars:Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia"
419,Aitraaz,-2004,6.6,"Drama, Romance, Thriller",160 min,"10,590","    Directors:Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla|     Stars:Akshay Kumar, Kareena Kapoor, Priyanka Chopra Jonas, Amrish Puri"
420,Josh,-2000,6.1,"Action, Drama, Musical",162 min,"10,568","    Director:Mansoor Khan|     Stars:Shah Rukh Khan, Aishwarya Rai Bachchan, Chandrachur Singh, Sharad S. Kapoor"
421,Shootout at Lokhandwala,-2007,7.1,"Action, Crime, History",122 min,"10,546","    Director:Apoorva Lakhia|     Stars:Amitabh Bachchan, Sanjay Dutt, Suniel Shetty, Arbaaz Khan"
422,Roohi,-2021,4.3,"Comedy, Horror",134 min,"10,525","    Director:Hardik Mehta|     Stars:Rajkummar Rao, Varun Sharma, Janhvi Kapoor, Alexx O'Nell"
423,Chhatriwali,-2023,6.9,"Comedy, Drama",116 min,"10,470","    Director:Tejas Prabhaa Vijay Deoskar|     Stars:Rakul Preet Singh, Satish Kaushik, Sumeet Vyas, Riva Arora"
424,Phone Bhoot,-2022,5.3,"Comedy, Horror",136 min,"10,437","    Director:Gurmmeet Singh|     Stars:Katrina Kaif, Ishaan Khattar, Siddhant Chaturvedi, Jackie Shroff"
425,Taxi No. 9 2 11: Nau Do Gyarah,-2006,7.3,"Comedy, Drama, Thriller",116 min,"10,342","    Director:Milan Luthria|     Stars:John Abraham, Nana Patekar, Sonali Kulkarni, Sameera Reddy"
426,Shanghai,-2012,7.3,"Crime, Drama, Mystery",120 min,"10,339","    Director:Dibakar Banerjee|     Stars:Abhay Deol, Emraan Hashmi, Kalki Koechlin, Prasenjit Chatterjee"
427,Vivah,-2006,6.6,"Drama, Musical, Romance",160 min,"10,330","    Director:Sooraj R. Barjatya|     Stars:Shahid Kapoor, Amrita Rao, Anupam Kher, Alok Nath"
428,Bhootnath,-2008,6.3,"Comedy, Drama, Family",150 min,"10,317","    Director:Vivek Sharma|     Stars:Amitabh Bachchan, Abhinay Raj Singh, Juhi Chawla, Satish Shah"
429,Mangal Pandey: The Rising,-2005,6.5,"Biography, Drama, History",150 min,"10,292","    Director:Ketan Mehta|     Stars:Aamir Khan, Rani Mukerji, Toby Stephens, Coral Beed"
430,Dhadak,-2018,4.5,"Drama, Romance",138 min,"10,236","    Director:Shashank Khaitan|     Stars:Janhvi Kapoor, Ishaan Khattar, Ashutosh Rana, Aditya Kumar"
431,Mili,-2022,6.7,"Drama, Thriller",127 min,"10,216","    Director:Mathukutty Xavier|     Stars:Janhvi Kapoor, Manoj Pahwa, Sunny Kaushal, Deepak Simwal"
432,Ladies vs. Ricky Bahl,-2011,6,"Comedy, Crime, Drama",140 min,"10,210","    Director:Maneesh Sharma|     Stars:Ranveer Singh, Anushka Sharma, Parineeti Chopra, Dipannita Sharma"
433,Rangeela,-1995,7.4,"Comedy, Drama, Musical",142 min,"10,122","    Director:Ram Gopal Varma|     Stars:Aamir Khan, Urmila Matondkar, Jackie Shroff, Gulshan Grover"
434,Housefull 3,-2016,4.9,"Action, Comedy, Romance",140 min,"10,100","    Directors:Sajid, Farhad Samji|     Stars:Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Jackie Shroff"
435,D-Day,(I) (2013),7.2,"Action, Thriller",153 min,"10,090","    Director:Nikkhil Advani|     Stars:Irrfan Khan, Rishi Kapoor, Arjun Rampal, Shruti Haasan"
436,Heropanti,-2014,5.2,"Action, Romance",146 min,"10,070","    Director:Sabir Khan|     Stars:Tiger Shroff, Kriti Sanon, Parthaa Akerkar, Sunil Grover"
437,Son of Sardaar,-2012,4.2,"Action, Comedy, Romance",141 min,"10,053","    Directors:Ashwani Dhir, Anil Devgan|     Stars:Ajay Devgn, Sanjay Dutt, Sonakshi Sinha, Juhi Chawla"
438,The Dirty Picture,-2011,6.6,"Biography, Comedy, Drama",144 min,"10,044","    Director:Milan Luthria|     Stars:Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah"
439,Love Aaj Kal,-2020,4.6,"Drama, Romance",142 min,"10,017","    Director:Imtiaz Ali|     Stars:Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Sonu Saini"
440,Shubh Mangal Zyada Saavdhan,-2020,5.8,"Comedy, Crime, Romance",117 min,"10,014","    Director:Hitesh Kewalya|     Stars:Ayushmann Khurrana, Jitendra Kumar, Gajraj Rao, Neena Gupta"
441,Kuttey,-2023,5.6,"Action, Comedy, Crime",109 min,"10,002","    Director:Aasmaan Bhardwaj|     Stars:Tabu, Arjun Kapoor, Naseeruddin Shah, Konkona Sen Sharma"
442,Shuddh Desi Romance,-2013,5.8,"Comedy, Drama, Romance",141 min,"9,996","    Director:Maneesh Sharma|     Stars:Sushant Singh Rajput, Parineeti Chopra, Rishi Kapoor, Vaani Kapoor"
443,Golmaal Again,-2017,4.9,"Action, Comedy, Fantasy",140 min,"9,970","    Director:Rohit Shetty|     Stars:Ajay Devgn, Arshad Warsi, Tabu, Shreyas Talpade"
444,Waqt: The Race Against Time,-2005,6.7,"Comedy, Drama, Family",153 min,"9,937","    Director:Vipul Amrutlal Shah|     Stars:Amitabh Bachchan, Akshay Kumar, Priyanka Chopra Jonas, Shefali Shah"
445,Mardaani 2,-2019,7.3,"Action, Crime, Drama",103 min,"9,837","    Director:Gopi Puthran|     Stars:Rani Mukerji, Rajesh Sharma, Shruti Bapna, Sunny Hinduja"
446,Khaali Peeli,-2020,2.5,"Action, Comedy, Romance",119 min,"9,789","    Director:Maqbool Khan|     Stars:Ishaan Khattar, Ananya Panday, Sayeem Afran, Jaideep Ahlawat"
447,Mere Brother Ki Dulhan,-2011,5.9,"Comedy, Drama, Family",139 min,"9,771","    Director:Ali Abbas Zafar|     Stars:Imran Khan, Katrina Kaif, Ali Zafar, Tara D'Souza"
448,Salaam Bombay!,-1988,7.9,"Crime, Drama",113 min,"9,760","    Director:Mira Nair|     Stars:Shafiq Syed, Anjaan, Amrit Patel, Murari Sharma"
449,Mumbai Saga,-2021,5.9,"Action, Crime",135 min,"9,760","    Director:Sanjay Gupta|     Stars:John Abraham, Emraan Hashmi, Mahesh Manjrekar, Suniel Shetty"
450,Pagglait,-2021,6.9,"Comedy, Drama",114 min,"9,754","    Director:Umesh Bist|     Stars:Sanya Malhotra, Sayani Gupta, Sheeba Chaddha, Ashutosh Rana"
451,Bhavesh Joshi Superhero,-2018,7.6,"Action, Crime, Drama",154 min,"9,602","    Director:Vikramaditya Motwane|     Stars:Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiyah Sabharwal"
452,Phantom,(I) (2015),5.9,"Action, Drama, Thriller",136 min,"9,598","    Director:Kabir Khan|     Stars:Saif Ali Khan, Katrina Kaif, Sabyasachi Chakrabarty, Rajesh Tailang"
453,Mother India,-1957,7.8,"Action, Comedy, Drama",172 min,"9,580","    Director:Mehboob Khan|     Stars:Nargis, Sunil Dutt, Rajendra Kumar Tuli, Raaj Kumar"
454,Baaghi,-2016,5.3,"Action, Romance, Thriller",133 min,"9,564","    Director:Sabir Khan|     Stars:Tiger Shroff, Shraddha Kapoor, Sudheer Babu Posani, Shifuji Shaurya Bharadwaj"
455,Shakuntala Devi,-2020,6.1,"Biography, Drama",127 min,"9,534","    Director:Anu Menon|     Stars:Vidya Balan, Adi Chugh, Sanya Malhotra, Jisshu Sengupta"
456,State of Siege: Temple Attack,-2021,7.7,"Action, Thriller",110 min,"9,485","    Director:Ken Ghosh|     Stars:Akshaye Khanna, Gautam Rode, Vivek Dahiya, Abhimanyu Singh"
457,De Dana Dan,-2009,5.7,"Action, Comedy, Crime",162 min,"9,457","    Director:Priyadarshan|     Stars:Akshay Kumar, Suniel Shetty, Katrina Kaif, Sameera Reddy"
458,Ramayana: The Legend of Prince Rama,-1993,9.2,"Animation, Action, Adventure",97 min,"9,445","    Directors:Ram Mohan, Yûgô Sakô, Koichi Saski|     Stars:Bryan Cranston, Arun Govil, Nikhil Kapoor, Edie Mirman"
459,Bol Bachchan,-2012,5.6,"Action, Comedy",155 min,"9,423","    Director:Rohit Shetty|     Stars:Ajay Devgn, Amitabh Bachchan, Abhishek Bachchan, Asin Thottumkal"
460,Parineeta,-2005,7.2,"Drama, Musical, Romance",130 min,"9,404","    Director:Pradeep Sarkar|     Stars:Vidya Balan, Saif Ali Khan, Sanjay Dutt, Dia Mirza"
461,Koyla,-1997,6.2,"Action, Drama, Musical",166 min,"9,389","    Director:Rakesh Roshan|     Stars:Shah Rukh Khan, Madhuri Dixit, Amrish Puri, Ranjeet Bedi"
462,Main Tera Hero,-2014,5.1,"Action, Comedy, Romance",128 min,"9,358","    Director:David Dhawan|     Stars:Varun Dhawan, Ileana D'Cruz, Nargis Fakhri, Arunoday Singh"
463,Patiala House,-2011,5.6,"Drama, Sport",140 min,"9,314","    Director:Nikkhil Advani|     Stars:Rishi Kapoor, Dimple Kapadia, Akshay Kumar, Anushka Sharma"
464,Singham Returns,-2014,5.7,"Action, Crime, Drama",142 min,"9,304","    Director:Rohit Shetty|     Stars:Ajay Devgn, Kareena Kapoor, Amole Gupte, Anupam Kher"
465,Agneepath,-1990,7.6,"Action, Crime, Drama",174 min,"9,206","    Director:Mukul Anand|     Stars:Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari"
466,Kaagaz,-2021,7.3,"Biography, Comedy, Drama",109 min,"9,156","    Director:Satish Kaushik|     Stars:Pankaj Tripathi, Monal Gajjar, Mita Vashisht, Amar Upadhyay"
467,Govinda Naam Mera,-2022,6.5,"Comedy, Crime, Drama",131 min,"9,131","    Director:Shashank Khaitan|     Stars:Vicky Kaushal, Kiara Advani, Bhumi Pednekar, Renuka Shahane"
468,Yuva,-2004,7.3,"Action, Drama, Thriller",161 min,"9,128","    Director:Mani Ratnam|     Stars:Ajay Devgn, Abhishek Bachchan, Rani Mukerji, Vivek Oberoi"
469,India Lockdown,-2022,7.4,"Adventure, Drama",117 min,"9,123","    Director:Madhur Bhandarkar|     Stars:Prateik Babbar, Sai Tamhankar, Shweta Basu Prasad, Prakash Belawadi"
470,Goodbye,(I) (2022),6.8,"Comedy, Drama, Family",130 min,"9,114","    Director:Vikas Bahl|     Stars:Amitabh Bachchan, Neena Gupta, Rashmika Mandanna, Pavail Gulati"
471,Hum Saath-Saath Hain,-1999,6.3,"Drama, Musical",177 min,"9,114","    Director:Sooraj R. Barjatya|     Stars:Mohnish Behl, Salman Khan, Saif Ali Khan, Tabu"
472,The Sky Is Pink,-2019,7.6,"Drama, Romance",143 min,"9,112","    Director:Shonali Bose|     Stars:Priyanka Chopra Jonas, Farhan Akhtar, Zaira Wasim, Rohit Saraf"
473,Ab Tak Chhappan,-2004,7.8,"Action, Crime, Drama",129 min,"9,069","    Director:Shimit Amin|     Stars:Nana Patekar, Revathi, Yashpal Sharma, Mohan Agashe"
474,Entertainment,-2014,4.5,"Action, Comedy, Drama",140 min,"9,059","    Directors:Sajid, Farhad Samji|     Stars:Akshay Kumar, Tamannaah Bhatia, Junior, Krishna Abhishek"
475,Chandni Chowk to China,-2009,4.2,"Action, Adventure, Comedy",154 min,"9,012","    Director:Nikkhil Advani|     Stars:Akshay Kumar, Deepika Padukone, Chia-Hui Liu, Mithun Chakraborty"
476,Golmaal 3,-2010,5.6,"Action, Comedy, Drama",155 min,"9,004","    Director:Rohit Shetty|     Stars:Mithun Chakraborty, Ajay Devgn, Kareena Kapoor, Tusshar Kapoor"
477,Ajnabee,-2001,6.3,"Action, Crime, Drama",165 min,"8,900","    Directors:Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla|     Stars:Akshay Kumar, Bobby Deol, Kareena Kapoor, Bipasha Basu"
478,Himmatwala,-2013,1.7,"Action, Comedy, Drama",150 min,"8,896","    Director:Sajid Khan|     Stars:Ajay Devgn, Tamannaah Bhatia, Mahesh Manjrekar, Paresh Rawal"
479,Sandeep Aur Pinky Faraar,-2021,6.3,"Comedy, Crime, Drama",125 min,"8,884","    Director:Dibakar Banerjee|     Stars:Parineeti Chopra, Jaideep Ahlawat, Arjun Kapoor, Neena Gupta"
480,Mrs Undercover,-2023,6.4,"Action, Comedy",107 min,"8,875","    Director:Anushree Mehta|     Stars:Radhika Apte, Sumeet Vyas, Rajesh Sharma, Roy Angana"
481,Qarib Qarib Singlle,-2017,7.1,"Comedy, Romance",125 min,"8,875","    Director:Tanuja Chandra|     Stars:Irrfan Khan, Parvathy Thiruvothu, Neha Dhupia, Isha Sharvani"
482,Babli Bouncer,-2022,6.7,"Comedy, Drama",118 min,"8,860","    Director:Madhur Bhandarkar|     Stars:Tamannaah Bhatia, Sahil Vaid, Karan Singh Chhabra, Abhishek Bajaj"
483,Manmarziyaan,-2018,6.9,"Comedy, Drama, Romance",156 min,"8,847","    Director:Anurag Kashyap|     Stars:Taapsee Pannu, Abhishek Bachchan, Vicky Kaushal, Jasmin Bajwa"
484,Khoobsurat,-2014,6.4,"Comedy, Romance",130 min,"8,806","    Director:Shashanka Ghosh|     Stars:Sonam Kapoor, Fawad Khan, Ratna Pathak Shah, Kirron Kher"
485,Sui Dhaaga: Made in India,-2018,6.8,"Comedy, Drama",122 min,"8,803","    Director:Sharat Katariya|     Stars:Anushka Sharma, Varun Dhawan, Raghuvir Yadav, Shrikant Verma"
486,Singh Is Bliing,-2015,5,"Action, Comedy, Romance",141 min,"8,797","    Director:Prabhu Deva|     Stars:Akshay Kumar, Amy Jackson, Lara Dutta, Kay Kay Menon"
487,Awara Paagal Deewana,-2002,6.2,"Action, Comedy, Crime",158 min,"8,769","    Director:Vikram Bhatt|     Stars:Akshay Kumar, Suniel Shetty, Aftab Shivdasani, Paresh Rawal"
488,De De Pyaar De,-2019,6.5,"Comedy, Drama, Romance",135 min,"8,724","    Director:Akiv Ali|     Stars:Ajay Devgn, Tabu, Rakul Preet Singh, Jimmy Shergill"
489,Rocky Handsome,-2016,6.8,"Action, Crime, Drama",119 min,"8,717","    Director:Nishikant Kamat|     Stars:John Abraham, Nishikant Kamat, Sharad Kelkar, Teddy Maurya"
490,Rehnaa Hai Terre Dil Mein,-2001,7.6,"Comedy, Drama, Musical",160 min,"8,684","    Director:Gautham Vasudev Menon|     Stars:Madhavan, Saif Ali Khan, Dia Mirza, Vrajesh Hirjee"
491,Love Per Square Foot,-2018,7.2,"Comedy, Romance",133 min,"8,649","    Director:Anand Tiwari|     Stars:Vicky Kaushal, Angira Dhar, Alankrita Sahai, Raghuvir Yadav"
492,Shaitan,-2011,7.2,"Action, Crime, Drama",121 min,"8,641","    Director:Bejoy Nambiar|     Stars:Kalki Koechlin, Shiv Panditt, Gulshan Devaiah, Rajeev Khandelwal"
493,Hulchul,-2004,7,"Action, Comedy, Drama",149 min,"8,621","    Director:Priyadarshan|     Stars:Akshaye Khanna, Kareena Kapoor, Amrish Puri, Lakshmi"
494,MSG 2 the Messenger,-2015,7.1,"Action, Comedy, Drama",134 min,"8,529","    Director:Gurmeet Ram Rahim Singh|     Stars:Muntazir Ahmad, Charanpreet Insan, Honeypreet Insan, RooheMeet Insan"
495,Mughal-E-Azam,-1960,8.1,"Drama, Romance, War",197 min,"8,497","    Director:K. Asif|     Stars:Prithviraj Kapoor, Madhubala, Dilip Kumar, Durga Khote"
496,Mard Ko Dard Nahin Hota,-2018,7.3,"Action, Comedy, Drama",134 min,"8,490","    Director:Vasan Bala|     Stars:Abhimanyu Dasani, Radhika Madan, Mahesh Manjrekar, Gulshan Devaiah"
497,Golmaal Returns,-2008,5.2,"Comedy, Crime, Mystery",135 min,"8,477","    Director:Rohit Shetty|     Stars:Ajay Devgn, Kareena Kapoor, Arshad Warsi, Tusshar Kapoor"
498,Veer,-2010,4.6,"Action, Adventure, Drama",169 min,"8,452","    Director:Anil Sharma|     Stars:Salman Khan, Mithun Chakraborty, Jackie Shroff, Neena Gupta"
